#     Step;    Sim. Time;   Iter;    t_Ener;    t_Grad;       Temp;       E_Kin;           E_Pot;           E_Tot;        Cons.Qty;   E.Drift
       663;        132.6;      7;      6.91;      0.98;    1057.01;    0.010042;       -1.173130;       -1.163088;       -1.163088;      0.13
       664;        132.8;      7;      4.76;      1.88;    1007.59;    0.009573;       -1.172664;       -1.163091;       -1.163091;     -0.03
       665;        133.0;      7;      6.93;      0.78;     895.93;    0.008512;       -1.171600;       -1.163088;       -1.163088;      0.11
       666;        133.2;      7;      4.78;      0.78;     729.61;    0.006932;       -1.170010;       -1.163079;       -1.163079;      0.62
       667;        133.4;      7;      4.64;      0.76;     527.56;    0.005012;       -1.168074;       -1.163062;       -1.163062;      1.50
       668;        133.6;      6;      5.75;      0.79;     319.41;    0.003035;       -1.166075;       -1.163041;       -1.163041;      2.63
       669;        133.8;      6;      4.98;      0.77;     141.27;    0.001342;       -1.164362;       -1.163019;       -1.163019;      3.74
       670;        134.0;      4;      3.70;      0.78;      27.79;    0.000264;       -1.163269;       -1.163005;       -1.163005;      4.51
       671;        134.2;      4;      3.54;      0.77;       2.66;    0.000025;       -1.163027;       -1.163001;       -1.163001;      4.69
       672;        134.4;      4;      3.68;      0.78;      71.28;    0.000677;       -1.163688;       -1.163011;       -1.163011;      4.21
       673;        134.6;      6;      4.25;      0.79;     219.03;    0.002081;       -1.165110;       -1.163029;       -1.163029;      3.24
       674;        134.8;      6;      5.15;      0.76;     415.92;    0.003951;       -1.167002;       -1.163051;       -1.163051;      2.08
       675;        135.0;      7;      5.50;      0.77;     625.45;    0.005942;       -1.169013;       -1.163071;       -1.163071;      1.05
       676;        135.2;      7;      5.41;      0.89;     813.77;    0.007731;       -1.170815;       -1.163084;       -1.163084;      0.33
       677;        135.4;      7;      4.77;      0.75;     956.00;    0.009082;       -1.172173;       -1.163090;       -1.163090;     -0.00
       678;        135.6;      7;      4.66;      0.77;    1038.68;    0.009868;       -1.172958;       -1.163090;       -1.163090;      0.01
       679;        135.8;      7;      6.77;      0.76;    1058.97;    0.010061;       -1.173146;       -1.163085;       -1.163085;      0.28
       680;        136.0;      7;      5.90;      0.77;    1022.20;    0.009711;       -1.172789;       -1.163077;       -1.163077;      0.69
       681;        136.2;      7;      5.29;      0.78;     938.82;    0.008919;       -1.171988;       -1.163068;       -1.163068;      1.17
       682;        136.4;      6;      6.39;      0.78;     821.89;    0.007808;       -1.170867;       -1.163059;       -1.163059;      1.65
       683;        136.6;      6;      6.07;      0.78;     685.06;    0.006508;       -1.169559;       -1.163051;       -1.163051;      2.09
       684;        136.8;      6;      7.71;      0.77;     541.22;    0.005142;       -1.168185;       -1.163044;       -1.163044;      2.47
       685;        137.0;      6;      7.55;      0.77;     401.27;    0.003812;       -1.166851;       -1.163039;       -1.163039;      2.73
       686;        137.2;      6;      6.08;      0.77;     273.54;    0.002599;       -1.165634;       -1.163035;       -1.163035;      2.93
       687;        137.4;      5;      3.93;      0.77;     164.67;    0.001564;       -1.164596;       -1.163031;       -1.163031;      3.11
       688;        137.6;      5;      4.79;      0.78;      80.26;    0.000762;       -1.163791;       -1.163029;       -1.163029;      3.25
       689;        137.8;      4;      3.74;      0.77;      24.71;    0.000235;       -1.163262;       -1.163027;       -1.163027;      3.34
       690;        138.0;      4;      5.54;      0.77;       0.85;    0.000008;       -1.163034;       -1.163026;       -1.163026;      3.37
       691;        138.2;      3;      3.25;      0.78;       9.86;    0.000094;       -1.163120;       -1.163027;       -1.163027;      3.36
       692;        138.4;      4;      3.66;      0.78;      51.30;    0.000487;       -1.163515;       -1.163028;       -1.163028;      3.29
       693;        138.6;      4;      5.82;      0.78;     123.08;    0.001169;       -1.164199;       -1.163030;       -1.163030;      3.18
       694;        138.8;      5;      4.45;      0.76;     221.50;    0.002104;       -1.165138;       -1.163033;       -1.163033;      3.01
       695;        139.0;      5;      3.94;      0.79;     341.44;    0.003244;       -1.166281;       -1.163037;       -1.163037;      2.82
       696;        139.2;      6;      5.81;      0.81;     476.75;    0.004529;       -1.167570;       -1.163041;       -1.163041;      2.60
       697;        139.4;      6;      6.90;      0.77;     620.02;    0.005890;       -1.168938;       -1.163047;       -1.163047;      2.28
       698;        139.6;      6;      5.03;      0.77;     761.53;    0.007235;       -1.170290;       -1.163055;       -1.163055;      1.86
       699;        139.8;      6;      4.34;      0.76;     889.16;    0.008447;       -1.171512;       -1.163064;       -1.163064;      1.39
       700;        140.0;      7;      5.63;      0.77;     989.43;    0.009400;       -1.172473;       -1.163073;       -1.163073;      0.90
       701;        140.2;      7;      5.68;      0.76;    1048.83;    0.009964;       -1.173046;       -1.163082;       -1.163082;      0.45
       702;        140.4;      7;      5.69;      0.79;    1055.44;    0.010027;       -1.173116;       -1.163088;       -1.163088;      0.11
       703;        140.6;      7;      5.58;      0.77;    1001.25;    0.009512;       -1.172603;       -1.163091;       -1.163091;     -0.03
       704;        140.8;      7;      6.66;      0.77;     885.02;    0.008408;       -1.171496;       -1.163088;       -1.163088;      0.13
       705;        141.0;      7;      6.20;      0.75;     715.18;    0.006794;       -1.169872;       -1.163078;       -1.163078;      0.67
       706;        141.2;      7;      4.80;      0.76;     511.50;    0.004859;       -1.167920;       -1.163060;       -1.163060;      1.58
       707;        141.4;      6;      4.89;      0.79;     304.33;    0.002891;       -1.165930;       -1.163039;       -1.163039;      2.72
       708;        141.6;      6;      6.33;      0.95;     129.98;    0.001235;       -1.164253;       -1.163018;       -1.163018;      3.81
       709;        141.8;      4;      4.00;      0.77;      22.58;    0.000215;       -1.163219;       -1.163004;       -1.163004;      4.54
       710;        142.0;      3;      5.18;      0.77;       4.65;    0.000044;       -1.163046;       -1.163002;       -1.163002;      4.67
       711;        142.2;      4;      4.11;      0.76;      80.05;    0.000761;       -1.163772;       -1.163012;       -1.163012;      4.15
       712;        142.4;      6;      4.63;      0.77;     232.73;    0.002211;       -1.165242;       -1.163031;       -1.163031;      3.15
       713;        142.6;      6;      4.34;      0.77;     431.88;    0.004103;       -1.167156;       -1.163053;       -1.163053;      1.99
       714;        142.8;      7;      5.52;      0.75;     640.90;    0.006089;       -1.169161;       -1.163072;       -1.163072;      0.98
       715;        143.0;      7;      6.40;      0.76;     826.45;    0.007852;       -1.170937;       -1.163085;       -1.163085;      0.29
       716;        143.2;      7;      5.86;      1.26;     964.48;    0.009163;       -1.172254;       -1.163091;       -1.163091;     -0.01
       717;        143.4;      7;      4.90;      0.79;    1042.39;    0.009903;       -1.172993;       -1.163090;       -1.163090;      0.03
       718;        143.6;      7;      6.23;      0.78;    1058.07;    0.010052;       -1.173137;       -1.163085;       -1.163085;      0.30
       719;        143.8;      7;      7.68;      0.78;    1017.33;    0.009665;       -1.172742;       -1.163077;       -1.163077;      0.72
       720;        144.0;      7;      5.91;      0.77;     930.93;    0.008844;       -1.171912;       -1.163068;       -1.163068;      1.20
       721;        144.2;      6;      5.67;      0.78;     812.00;    0.007714;       -1.170773;       -1.163059;       -1.163059;      1.68
       722;        144.4;      6;      5.78;      0.77;     674.20;    0.006405;       -1.169455;       -1.163050;       -1.163050;      2.13
       723;        144.6;      6;      5.62;      0.77;     530.31;    0.005038;       -1.168081;       -1.163043;       -1.163043;      2.49
       724;        144.8;      6;      4.64;      0.77;     391.02;    0.003715;       -1.166753;       -1.163038;       -1.163038;      2.75
       725;        145.0;      6;      6.08;      0.79;     264.52;    0.002513;       -1.165548;       -1.163035;       -1.163035;      2.94
       726;        145.2;      5;      3.85;      0.76;     157.32;    0.001495;       -1.164526;       -1.163031;       -1.163031;      3.12
       727;        145.4;      5;      4.69;      0.81;      74.97;    0.000712;       -1.163741;       -1.163029;       -1.163029;      3.26
       728;        145.6;      4;      3.52;      0.76;      21.75;    0.000207;       -1.163234;       -1.163027;       -1.163027;      3.34
       729;        145.8;      4;      4.27;      0.78;       0.37;    0.000004;       -1.163030;       -1.163026;       -1.163026;      3.37
       730;        146.0;      3;      3.49;      0.76;      11.89;    0.000113;       -1.163140;       -1.163027;       -1.163027;      3.36
       731;        146.2;      4;      4.96;      0.76;      55.73;    0.000529;       -1.163557;       -1.163028;       -1.163028;      3.29
       732;        146.4;      4;      3.91;      0.78;     129.69;    0.001232;       -1.164262;       -1.163030;       -1.163030;      3.17
       733;        146.6;      5;      4.97;      0.77;     229.95;    0.002185;       -1.165218;       -1.163033;       -1.163033;      3.00
       734;        146.8;      5;      4.15;      0.77;     351.28;    0.003337;       -1.166374;       -1.163037;       -1.163037;      2.81
       735;        147.0;      6;      5.17;      0.77;     487.48;    0.004631;       -1.167673;       -1.163041;       -1.163041;      2.58
       736;        147.2;      6;      6.65;      0.76;     630.99;    0.005995;       -1.169042;       -1.163048;       -1.163048;      2.25
       737;        147.4;      6;      4.41;      0.76;     771.89;    0.007333;       -1.170389;       -1.163056;       -1.163056;      1.82
       738;        147.6;      6;      4.52;      0.78;     897.92;    0.008531;       -1.171596;       -1.163065;       -1.163065;      1.35
       739;        147.8;      7;      6.42;      0.89;     995.56;    0.009458;       -1.172532;       -1.163074;       -1.163074;      0.86
       740;        148.0;      7;      6.83;      0.77;    1051.32;    0.009988;       -1.173071;       -1.163082;       -1.163082;      0.42
